4.000000000000000222e-01,1.000000000000000000e+00,4.130832532011156633e-01,8.000000000000000444e-01,5.999999999999999778e-01,2.000000000000000111e-01,2.533964937669725970e-01,5.041650842900068097e-02,4.497757838052968693e-01,1.213391460709383612e-01,2.347610785806677480e-01,2.752176771858229620e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.679147442231055026e-02,1.451330866412311440e-04,2.371978010725533833e-05,8.000000000000000444e-01,5.312129952524168308e-01,1.662799585964210847e-01,1.065031608776200733e-01,2.000000000000000111e-01,4.610691546488804304e-01,1.066794390498911616e-01,5.925311947846949590e-01,3.741532092882075000e-01,1.417925716895242771e-01,2.000000000000000111e-01,4.000000000000000222e-01,7.760778951256665226e-02,8.594011047643635923e-03,2.000000000000000111e-01,1.645818375258635002e-01,2.842729160488319806e-01,3.230992344752626200e-01,4.099673938230281034e-01,3.666871454754580539e-01,4.124175302240526975e-01,4.291698561399438505e-01,2.916436894987163228e-02,3.189918339562414218e-01
2.607211506169814230e-01,1.000000000000000000e+00,5.999999999999999778e-01,5.999999999999999778e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.722878273907523572e-01,5.999999999999999778e-01,2.000000000000000111e-01,3.745292235552650784e-01,2.180566371068164699e-01,2.286105193784891965e-01,2.000000000000000111e-01,2.734495706117333613e-01,3.056182659625128473e-01,9.838581870526942608e-02,5.227686731075612547e-01,4.000000000000000222e-01,4.000000000000000222e-01,5.999999999999999778e-01,4.131148497246783236e-01,4.000000000000000222e-01,5.999999999999999778e-01,2.000000000000000111e-01,6.933580274819496347e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.860020547457733375e-01,3.747511296880263187e-01,1.903363159441188723e-01,3.010138308438508048e-01,8.000000000000000444e-01,3.092228849213508601e-01,2.000000000000000111e-01,3.290878386072346173e-01,4.943751148422848574e-01,5.999999999999999778e-01,3.691609924662641040e-01,1.661469471684375865e-01,8.460980798267928038e-02,4.870483091727185743e-01
6.227076520218414180e-01,4.354895778615231472e-01,5.230585105828372550e-01,5.079035674278350454e-01,4.859674432816839529e-01,4.134163816867719166e-01,3.912872502950719422e-01,4.766720032496140624e-01,7.060954808331952881e-01,5.496693862118399165e-01,2.921568251923194470e-01,1.592794080292955772e-01,4.967035602277469764e-01,4.233802274817224931e-01,2.753637365677951698e-01,5.798430968734680224e-01,3.809366272777753859e-01,5.277960808661503744e-01,7.361025817534532223e-01,5.518233174167769262e-01,5.587710206390901213e-01,3.716775027919325680e-01,4.018502201689571063e-01,5.244587431422358392e-01,2.389804626013701250e-01,3.386543562092447224e-01,6.124195893513174616e-01,4.367538773929767193e-01,4.940422856267631668e-01,4.437796102600713444e-01,1.000000000000000000e+00,5.999999999999999778e-01,5.999999999999999778e-01,6.653104913524150454e-01,5.833422083210710873e-01,7.105669814017289143e-01,4.357050640798337260e-01,3.581226224978786288e-01,1.000000000000000000e+00,3.784539624447362249e-01,2.211891144840373580e-01,4.597781226128873078e-01
4.000000000000000222e-01,1.000000000000000000e+00,5.999999999999999778e-01,8.000000000000000444e-01,4.000000000000000222e-01,3.953534342332984397e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.212983970432241904e-01,2.000000000000000111e-01,4.000000000000000222e-01,4.010411322345478619e-02,9.703809784931749505e-02,9.612904269699711068e-02,2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.353938074228728805e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,7.362108587116948932e-01,4.000000000000000222e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.729586331359749818e-01,4.000000000000000222e-01,3.193922219646002092e-01,4.068677628788259781e-01,2.000000000000000111e-01,3.020603447620702764e-01,4.000000000000000222e-01,4.000000000000000222e-01,1.136072863429435642e-01,1.508378993665620560e-01,1.789703655542004279e-01
1.433146659111978194e-01,4.000000000000000222e-01,8.000000000000000444e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.340560651093191114e-01,6.128425160686449269e-01,1.000000000000000000e+00,4.960733652167098051e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.181265151497793764e-01,4.000000000000000222e-01,2.000000000000000111e-01,5.242821549104154100e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.947175580207353374e-01,1.000000000000000000e+00,4.000000000000000222e-01,5.999999999999999778e-01,3.865318834711595208e-01,5.999999999999999778e-01,3.229309630634115136e-01,2.703482128146177388e-01,5.416520648581982789e-01,2.000000000000000111e-01,2.990175348232246844e-01,2.000000000000000111e-01,5.999999999999999778e-01,1.991253757428422533e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.382653834175124941e-01,4.000000000000000222e-01,2.427311546101987392e-04
5.044605589641627530e-01,5.999999999999999778e-01,5.087943048392477019e-01,5.999999999999999778e-01,5.999999999999999778e-01,4.846314564641978628e-01,3.032676291499837307e-01,2.969999632921174748e-01,4.935849578866509102e-01,6.938639226523257708e-01,4.170481231280366297e-01,2.629676422505111688e-01,1.961512318214519435e-01,3.399302005888963363e-01,3.968005598037062653e-01,4.000000000000000222e-01,2.300994480672593490e-01,3.057145940581148524e-01,6.783421818326268449e-01,5.514267704213960952e-01,5.055530200577890154e-01,3.592573058101302674e-01,1.000000000000000000e+00,5.050223214865752208e-01,4.348730860900844042e-01,3.515127089297973018e-01,3.905645002016148171e-01,4.760609416547221806e-01,5.479071266005516305e-01,3.876102295964938826e-01,4.485367600397758836e-01,3.159163441391663052e-01,4.739667093049741431e-01,5.449802570630463139e-01,5.415761290082128365e-01,4.000000000000000222e-01,2.419350477655949350e-01,3.146008281878931445e-01,4.892888089935367169e-01,3.670827190462150336e-01,1.829227709287634951e-01,4.276306062943564523e-01
2.822360276689508396e-01,2.433983828634864455e-01,1.652276253534001593e-01,2.306778732324562819e-01,3.054262771620539496e-01,4.769950433216288976e-01,2.051051452044439782e-01,2.273209311304149882e-01,2.815548424630947566e-01,1.000000000000000000e+00,3.278448607458083197e-01,1.273329586643544287e-01,3.390886612412967183e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,3.948629179386339283e-01,2.851965899864560838e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,4.612035487375852894e-01,5.024519323473571886e-01,5.999999999999999778e-01,2.111898729219566784e-01,2.000000000000000111e-01,1.005263726605744729e-01,5.999999999999999778e-01,3.716281148204512719e-01,2.000000000000000111e-01,3.556028321713828322e-01,2.261796714102343175e-01,1.687011756833322051e-01,5.276880314040661712e-01,3.040034077529924494e-01,2.631192455676358843e-01,7.592726096668113434e-02,1.634272784860677230e-01,3.369166117759631596e-01,1.447515261768316241e-01,3.153459651242277451e-01,4.493210343550732011e-01
3.974827566295923154e-01,2.333431936224729109e-01,3.843890372212304118e-01,3.067400825165892408e-01,2.111785958626401227e-01,3.220397290340382135e-01,3.095225781733004222e-01,3.740897044023196449e-01,4.103596725247848909e-01,4.513924130049900008e-01,1.607747129295703237e-01,1.113948159949099126e-01,5.999999999999999778e-01,3.211199291084996799e-01,2.008211034976222220e-01,3.388748941044423812e-01,3.017987871619216000e-01,4.308330281600514788e-01,5.899218637219441064e-01,3.461000543877509883e-01,3.858843460601898978e-01,1.900435987020669126e-01,2.735190300269287889e-01,4.754953315810586112e-01,1.881694112346723180e-01,3.421800028080720923e-01,4.550663561607017904e-01,3.207737778748814272e-01,3.237665462441329245e-01,3.899168178086169223e-01,1.000000000000000000e+00,4.322491868036538731e-01,3.310918869017470123e-01,4.628181974650412700e-01,3.621397760083437944e-01,5.095724311500441361e-01,2.791985022592864962e-01,2.496920353929719949e-01,5.999999999999999778e-01,2.421390101001247019e-01,1.904269390594973133e-01,3.320025497954170457e-01
4.007164953079797587e-01,4.903034270378345827e-01,4.000000000000000222e-01,5.041886841705747191e-01,4.030681418501055324e-01,3.624558225966416636e-01,3.146656690927624456e-01,1.618637378347973221e-01,2.000000000000000111e-01,4.599065525871693372e-01,2.000000000000000111e-01,2.000000000000000111e-01,3.835057933656531581e-01,4.000000000000000222e-01,4.000000000000000222e-01,5.056129008619475451e-01,3.107610822083016200e-01,4.461394547226379403e-01,4.885784121621581932e-01,4.000000000000000222e-01,2.000000000000000111e-01,8.698849054715777906e-02,5.999999999999999778e-01,2.912696883388983249e-01,2.000000000000000111e-01,3.079120016812758043e-01,2.000000000000000111e-01,2.565987713753202226e-01,4.778309282082839338e-01,2.452538823835198056e-01,4.208666794713405990e-01,5.999999999999999778e-01,1.000000000000000000e+00,5.194714047349635599e-01,4.191986979501040045e-01,2.231127459847967176e-01,2.206721864352296780e-01,2.000000000000000111e-01,2.339466461314370360e-01,1.775995795104121922e-01,2.591389719155657856e-01,4.463427367409452118e-01
2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,4.203744648092658243e-01,3.987115971800346270e-01,2.459605407263060484e-01,1.822311557795407710e-01,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,3.150643213741879389e-01,8.000000000000000444e-01,2.000000000000000111e-01,2.803599975075150574e-01,6.136660418917415649e-01,2.000000000000000111e-01,4.000000000000000222e-01,5.999999999999999778e-01,2.000000000000000111e-01,5.331005588927963112e-02,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.118490102593826307e-01,2.000000000000000111e-01,3.841724242340871509e-01,2.000000000000000111e-01,2.920735385714989252e-01,2.768044350556374544e-01,4.862723996588713682e-01,2.906235464025030413e-01,5.999999999999999778e-01,3.637655394301900769e-01,2.495397047302067850e-01,2.000000000000000111e-01,4.544186550050933748e-01,1.000000000000000000e+00,4.170311643745250874e-01
